episode,global_step,step,action_id,action_type,difficulty,modality,reward,correct,mastery_gain,mastery_mean
0,1,1,3,question,0,,1.024063515783747,True,0.04812703156749383,0.25772655801561306
0,2,2,60,question,0,,1.0239346913003669,True,0.0478693826007336,0.25932220410230417
0,3,3,51,question,0,,1.0239206825803198,True,0.047841365160639714,0.2609169162743255
0,4,4,66,question,0,,-0.03,False,0.0,0.2609169162743255
0,5,5,66,question,0,,-0.06,False,0.0,0.2609169162743255
0,6,6,66,question,0,,-0.09000000000000001,False,0.0,0.2609169162743255
0,7,7,66,question,0,,0.9485690550053034,True,0.0471381100106066,0.2624881866080124
0,8,8,81,question,0,,0.9631234992472175,True,0.046246998494434935,0.26402975322449357
0,9,9,72,question,0,,-0.09000000000000001,False,0.0,0.26402975322449357
0,10,10,72,question,0,,0.9480399183757293,True,0.04607983675145867,0.2655657477828755
0,11,11,69,question,0,,0.9628627435609505,True,0.04572548712190119,0.26708993068693887
0,12,12,3,question,0,,0.9778603399945595,True,0.045720679989119134,0.26861395335324284
0,13,13,30,question,0,,0.9928203786336043,True,0.045640757267208704,0.27013531192881646
0,14,14,60,question,0,,-0.06000000000000002,False,0.0,0.27013531192881646
0,15,15,60,question,0,,-0.09000000000000001,False,0.0,0.27013531192881646
0,16,16,60,question,0,,0.9477379567353486,True,0.04547591347069692,0.27165117571117303
0,17,17,51,question,0,,0.9627246484513039,True,0.045449296902607725,0.2731661522745933
0,18,18,9,question,0,,-0.09000000000000001,False,0.0,0.2731661522745933
0,19,19,9,question,0,,0.9474883022997023,True,0.044976604599404536,0.2746653724279068
0,20,20,66,question,0,,0.9623906022550381,True,0.04478120451007627,0.2761580792449093
0,21,21,78,question,0,,0.9772382748530314,True,0.04447654970606287,0.2776406309017781
0,22,22,81,question,0,,0.9919673242848566,True,0.043934648569713186,0.2791051191874352
0,23,23,72,question,0,,-0.06000000000000002,False,0.0,0.2791051191874352
0,24,24,72,question,0,,-0.09000000000000001,False,0.0,0.2791051191874352
0,25,25,72,question,0,,0.9468879224569429,True,0.04377584491388574,0.28056431401789805
0,26,26,69,question,0,,0.961719606382903,True,0.04343921276580613,0.28201228777675824
0,27,27,3,question,0,,-0.09000000000000001,False,0.0,0.28201228777675824
0,28,28,3,question,0,,-0.12,False,0.0,0.28201228777675824
0,29,29,3,question,0,,0.9167173229948316,True,0.04343464598966318,0.283460109309747
0,30,30,30,question,0,,0.9316793597019241,True,0.043358719403848264,0.28490539995654196
0,31,31,18,question,0,,-0.12,False,0.0,0.28490539995654196
0,32,32,18,question,0,,0.9166435173773828,True,0.04328703475476564,0.2863483011150342
0,33,33,60,question,0,,0.9316010588985811,True,0.04320211779716207,0.28778837170827287
0,34,34,51,question,0,,0.9465884160287388,True,0.04317683205747734,0.28922759944352217
0,35,35,9,question,0,,-0.10500000000000002,False,0.0,0.28922759944352217
0,36,36,9,question,0,,0.9313638871847172,True,0.04272777436943431,0.29065185858917
0,37,37,66,question,0,,0.9462710721422861,True,0.04254214428457246,0.2920699300653224
0,38,38,12,question,0,,0.9611819098209557,True,0.04236381964191159,0.2934820573867194
0,39,39,78,question,0,,0.9761263611103798,True,0.04225272222075973,0.29489048146074476
0,40,40,81,question,0,,0.9908689580706138,True,0.04173791614122753,0.296281745332119
0,41,41,72,question,0,,1.0057935263340956,True,0.04158705266819145,0.2976679804210587
0,42,42,21,question,0,,1.0207037711737685,True,0.041407542347536935,0.2990482318326433
0,43,43,69,question,0,,1.0206336260637578,True,0.04126725212751582,0.30042380690356046
0,44,44,3,question,0,,1.02063145684509,True,0.04126291369018002,0.3017992373598998
0,45,45,30,question,0,,1.020595391716828,True,0.04119078343365585,0.303172263474355
0,46,46,18,question,0,,1.0205613415085137,True,0.04112268301702736,0.3045430195749226
0,47,47,60,question,0,,1.020521005953652,True,0.04104201190730397,0.30591108663849936
0,48,48,51,question,0,,1.0205089952273017,True,0.04101799045460347,0.30727835298698614
0,49,49,9,question,0,,1.0202956928254814,True,0.0405913856509626,0.3086313991753516
0,50,50,0,question,0,,1.020264303440303,True,0.0405286068806057,0.3099823527380384
0,51,51,66,question,0,,1.020207518535172,True,0.040415037070343836,0.3113295206403832
0,52,52,12,question,0,,-0.03,False,0.0,0.3113295206403832
0,53,53,12,question,0,,1.005122814329908,True,0.04024562865981601,0.3126710415957104
0,54,54,78,question,0,,1.0200700430548608,True,0.040140086109721744,0.3140090444660345
0,55,55,81,question,0,,1.019825510167083,True,0.039651020334166155,0.31533074514384
0,56,56,72,question,0,,1.0197538500173908,True,0.03950770003478188,0.31664766847833276
0,57,57,21,question,0,,1.01966858261508,True,0.039337165230160086,0.31795890731933807
0,58,58,69,question,0,,1.01960194476057,True,0.03920388952114004,0.3192657036367094
0,59,59,3,question,0,,1.0195998840028355,True,0.03919976800567102,0.3205723625702318
0,60,60,30,question,0,,1.0195656221309866,True,0.03913124426197306,0.3218767373789642
0,61,61,18,question,0,,-0.03,False,0.0,0.3218767373789642
0,62,62,18,question,0,,1.0045332744330882,True,0.03906654886617599,0.32317895567450344
0,63,63,60,question,0,,1.0194949556559694,True,0.03898991131193877,0.3244786193849014
0,64,64,51,question,0,,1.0194835454659366,True,0.0389670909318733,0.3257775224159638
0,65,65,9,question,0,,-0.03,False,0.0,0.3257775224159638
0,66,66,9,question,0,,1.0042809081842072,True,0.038561816368414464,0.32706291629491097
0,67,67,0,question,0,,1.0192510882682877,True,0.03850217653657542,0.32834632217946347
0,68,68,66,question,0,,1.0191971426084132,True,0.03839428521682664,0.329626131686691
0,69,69,12,question,0,,1.0191166736134125,True,0.03823334722682521,0.33090057659425187
0,70,70,78,question,0,,1.0190665409021178,True,0.03813308180423565,0.33217167932105973
0,71,71,81,question,0,,1.018834234658729,True,0.03766846931745785,0.33342729496497503
0,72,72,72,question,0,,-0.03,False,0.0,0.33342729496497503
0,73,73,72,question,0,,1.0037661575165215,True,0.03753231503304279,0.3346783721327431
0,74,74,21,question,0,,1.018685153484326,True,0.03737030696865208,0.33592404903169815
0,75,75,69,question,0,,1.0186218475225415,True,0.037243695045083035,0.3371655055332009
0,76,76,3,question,0,,1.0186198898026937,True,0.03723977960538747,0.3384068315200472
0,77,77,30,question,0,,1.0185873410244373,True,0.037174682048874405,0.33964598758834297
0,78,78,18,question,0,,1.0185566107114337,True,0.037113221422867194,0.34088309496910524
0,79,79,60,question,0,,1.018520207873171,True,0.03704041574634183,0.3421177754939833
0,80,80,51,question,0,,1.0185093681926398,True,0.03701873638527963,0.3433517333734926
0,81,81,84,question,0,,1.0183192875929208,True,0.03663857518584151,0.3445730192130207
0,82,82,9,question,0,,1.0183168627749968,True,0.036633725549993744,0.34579414339802045
0,83,83,0,question,0,,1.0182885338548733,True,0.03657706770974665,0.34701337898834533
0,84,84,66,question,0,,1.0182372854779926,True,0.03647457095598531,0.3482291980202115
0,85,85,63,question,0,,1.018209710080611,True,0.03641942016122185,0.3494431786922523
0,86,86,12,question,0,,1.018160839932742,True,0.03632167986548395,0.350653901354435
