step,action_id,action_type,difficulty,modality,reward,correct,mastery_gain,mastery_mean
1,81,question,0,,1.0243743425936327,True,0.04874868518726523,0.24922027335189254
2,69,question,0,,1.024344088389994,True,0.04868817677998795,0.25084321257789216
3,66,question,0,,1.0231934626538988,True,0.04638692530779742,0.2523894434214854
4,81,question,0,,1.023155625463951,True,0.046311250927901976,0.25393315178574877
5,69,question,0,,1.0231268839704943,True,0.04625376794098855,0.2554749440504484
6,63,question,0,,1.023090429519581,True,0.04618085903916206,0.25701430601842046
7,51,question,0,,1.0223180517473636,True,0.044636103494726985,0.2585021761349114
8,66,question,0,,1.0220337895212037,True,0.04406757904240755,0.25997109543632496
9,81,question,0,,1.0219978441907533,True,0.04399568838150687,0.26143761838237517
10,69,question,0,,-0.03,False,0.0,0.26143761838237517
11,69,question,0,,-0.06,False,0.0,0.26143761838237517
12,69,question,0,,0.9769705397719696,True,0.043941079543939124,0.2629023210338398
13,63,question,0,,-0.075,False,0.0,0.2629023210338398
14,63,question,0,,-0.105,False,0.0,0.2629023210338398
15,63,question,0,,0.9319359080436019,True,0.04387181608720395,0.2643647149034133
16,21,question,0,,0.9466694496294012,True,0.043338899258802376,0.2658093448787067
17,45,question,0,,0.9614605551919446,True,0.04292111038388938,0.2672400485581697
18,54,question,0,,0.9764049735944355,True,0.04280994718887103,0.26866704679779874
19,0,question,0,,0.9913945558559327,True,0.042789111711865516,0.27009335052152755
20,51,question,0,,1.0062021491599955,True,0.04240429831999063,0.27150682713219393
21,30,question,0,,1.0210833004785371,True,0.042166600957074266,0.2729123804974297
22,84,question,0,,1.0209513938788939,True,0.041902787757787906,0.274309140089356
23,66,question,0,,1.0209321000451437,True,0.04186420009028718,0.2757046134256989
24,81,question,0,,1.0208979519812158,True,0.041795903962431526,0.27709781022444663
25,69,question,0,,1.020872012783371,True,0.04174402556674217,0.27848927774333804
26,33,question,0,,1.0208603239454894,True,0.041720647890978915,0.27987996600637066
27,63,question,0,,1.0208391126414218,True,0.04167822528284376,0.28126924018246546
28,21,question,0,,-0.03,False,0.0,0.28126924018246546
29,21,question,0,,1.0055859771479312,True,0.04117195429586226,0.28264163865899417
30,48,question,0,,1.0205686841197377,True,0.04113736823947545,0.2840128842669767
31,15,question,0,,1.0204857006879344,True,0.04097140137586892,0.28537859764617235
