step,action_id,action_type,difficulty,modality,reward,correct,mastery_gain,mastery_mean
1,3,question,0,,1.0248786805038723,True,0.04975736100774453,0.23871620293246656
2,30,question,0,,1.023915010644952,True,0.047830021289904046,0.24031053697546337
3,48,question,0,,1.023734050689913,True,0.04746810137982596,0.24189280702145757
4,3,question,0,,1.0236347464786786,True,0.0472694929573573,0.2434684567867028
5,18,question,0,,1.0234292920880053,True,0.04685858417601044,0.24503040959256983
6,21,question,0,,1.0229403637719747,True,0.045880727543949326,0.24655976717736813
7,30,question,0,,1.0227192601127044,True,0.04543852022540884,0.2480743845182151
8,48,question,0,,1.0225473481554173,True,0.04509469631083467,0.2495775410619096
9,12,question,0,,-0.03,False,0.0,0.2495775410619096
10,12,question,0,,1.0075401574325678,True,0.04508031486513512,0.2510802182240808
11,3,question,0,,-0.045000000000000005,False,0.0,0.2510802182240808
12,3,question,0,,-0.075,False,0.0,0.2510802182240808
13,3,question,0,,0.9624530091547447,True,0.044906018309489426,0.2525770855010637
14,18,question,0,,0.9772578274836049,True,0.04451565496720991,0.2540609406666374
15,84,question,0,,0.991808963416956,True,0.04361792683391194,0.25551487156110114
16,21,question,0,,1.006793345583376,True,0.04358669116675186,0.25696776126665954
17,87,question,0,,1.0217403636543347,True,0.043480727308669524,0.2584171188436152
18,63,question,0,,1.0216250600678831,True,0.043250120135766304,0.2598587895148074
19,30,question,0,,1.0215832971070693,True,0.043166594214138404,0.26129767598861203
20,36,question,0,,1.0215172282710105,True,0.04303445654202114,0.26273215787334603
21,48,question,0,,-0.03,False,0.0,0.26273215787334603
22,48,question,0,,1.0064199807476466,True,0.042839961495292934,0.2641601565898558
23,12,question,0,,-0.045000000000000005,False,0.0,0.2641601565898558
24,12,question,0,,0.9914131495609391,True,0.04282629912187837,0.2655876998939184
25,3,question,0,,1.0063303586970076,True,0.04266071739401496,0.26700972380705223
26,18,question,0,,1.0211449361094247,True,0.04228987221884942,0.26841938621434724
27,72,question,0,,1.021063282354446,True,0.042126564708892145,0.269823605037977
28,78,question,0,,1.0208113382047586,True,0.04162267640951701,0.27121102758496085
29,84,question,0,,1.0207185152461082,True,0.04143703049221634,0.27259226193470143
30,21,question,0,,1.0207036783042072,True,0.04140735660841427,0.2739725071549819
31,87,question,0,,1.020653345471618,True,0.04130669094323605,0.27534939685308973
32,63,question,0,,1.020543807064489,True,0.04108761412897799,0.27671898399072237
33,24,question,0,,1.0205218470135498,True,0.04104369402709936,0.278087107124959
34,30,question,0,,1.0205041322517157,True,0.04100826450343148,0.2794540492750734
35,36,question,0,,1.0204413668574601,True,0.040882733714920086,0.2808168070655707
36,57,question,0,,1.0203970773194224,True,0.04079415463884485,0.2821766122201989
37,42,question,0,,1.020368588943592,True,0.04073717788718395,0.2835345181497717
38,48,question,0,,1.0203489817102642,True,0.04069796342052828,0.28489111693045593
39,12,question,0,,-0.03,False,0.0,0.28489111693045593
40,12,question,0,,1.0053424920828924,True,0.04068498416578445,0.28624728306931546
41,69,question,0,,1.020318678796741,True,0.0406373575934821,0.28760186165576485
42,3,question,0,,1.0202638407621571,True,0.04052768152431421,0.288952784373242
43,18,question,0,,1.0200876893039534,True,0.04017537860790695,0.29029196366017224
44,72,question,0,,1.0200101182367238,True,0.04002023647344754,0.2916259715426205
45,33,question,0,,1.019944834348846,True,0.03988966869769215,0.29295562716587686
46,78,question,0,,1.0197707712945205,True,0.03954154258904116,0.29427367858551157
47,84,question,0,,1.0196825894838029,True,0.039365178967605524,0.2955858512177651
48,21,question,0,,1.0196684943889969,True,0.039336988777993555,0.29689708417703153
49,87,question,0,,1.019620678198037,True,0.03924135639607425,0.298205129390234
50,63,question,0,,1.0195166167112646,True,0.039033233422529096,0.299506237170985
51,24,question,0,,1.0194957546628722,True,0.03899150932574439,0.3008059541485098
52,30,question,0,,1.01947892563913,True,0.0389578512782599,0.30210454919111845
53,36,question,0,,1.0194192985145871,True,0.03883859702917408,0.3033991690920909
54,57,question,0,,1.0193772234534513,True,0.038754446906902607,0.3046909839889877
55,42,question,0,,1.0193501594964123,True,0.03870031899282476,0.30598099462208184
56,48,question,0,,1.019331532624751,True,0.038663065249501874,0.3072697634637319
57,12,question,0,,1.0193253674787477,True,0.03865073495749523,0.3085581212956484
58,69,question,0,,1.019302744856904,True,0.038605489713808,0.30984497095277536
59,3,question,0,,1.0192506487240494,True,0.0385012974480985,0.3111283475343786
60,18,question,0,,-0.03,False,0.0,0.3111283475343786
61,18,question,0,,1.0040833048387559,True,0.0381666096775116,0.31240056785696235
62,72,question,0,,1.0190096123248875,True,0.03801922464977517,0.3136678753452882
63,33,question,0,,1.0189475926314038,True,0.03789518526280755,0.31493104818738177
64,78,question,0,,1.0187822327297946,True,0.0375644654595891,0.31618319703603476
65,84,question,0,,1.0186984600096127,True,0.03739692001922525,0.3174297610366756
66,21,question,0,,-0.03,False,0.0,0.3174297610366756
67,21,question,0,,1.003685069669547,True,0.03737013933909388,0.31867543234797874
68,87,question,0,,1.0186396442881354,True,0.03727928857627053,0.3199180753005211
69,63,question,0,,1.0185407858757014,True,0.037081571751402635,0.3211541276922345
70,24,question,0,,1.0185209669297286,True,0.037041933859457164,0.3223888588208831
71,30,question,0,,1.0185049793571734,True,0.03700995871434691,0.3236225241113613
72,27,question,0,,1.018501608355149,True,0.037003216710297944,0.32485596466837124
73,36,question,0,,1.0184483335888577,True,0.03689666717771537,0.3260858535742951
74,57,question,0,,1.0184083622807787,True,0.036816724561557476,0.327313077726347
75,42,question,0,,1.0183826515215917,True,0.03676530304318352,0.32853858782778644
76,48,question,0,,1.0183649559935133,True,0.03672991198702678,0.329762918227354
77,12,question,0,,1.0183590991048102,True,0.03671819820962046,0.3309868581676747
78,69,question,0,,1.018337607614059,True,0.0366752152281176,0.3322093653419453
79,3,question,0,,1.0182881162878468,True,0.036576232575693576,0.3334285730944684
80,18,question,0,,1.018129139596818,True,0.03625827919363602,0.33463718240092294
81,72,question,0,,1.0180591317086432,True,0.036118263417286404,0.3358411245148325
82,33,question,0,,-0.03,False,0.0,0.3358411245148325
83,33,question,0,,1.0030002129998337,True,0.03600042599966717,0.3370411387148214
84,78,question,0,,1.0178431210933048,True,0.035686242186609644,0.3382306801210417
85,84,question,0,,1.017763537009132,True,0.035527074018263986,0.3394149159216505
86,21,question,0,,1.0177508161860696,True,0.03550163237213918,0.34059830366738847
87,6,question,0,,1.017715855596882,True,0.03543171119376392,0.3417793607071806
88,87,question,0,,1.0177076620737284,True,0.03541532414745701,0.34295987151209584
89,63,question,0,,1.0176137465819162,True,0.0352274931638325,0.3441341212842236
90,24,question,0,,1.0175949185832422,True,0.035189837166484314,0.34530711585643975
91,30,question,0,,1.0175797303893148,True,0.03515946077862956,0.34647909788239406
92,27,question,0,,1.0175765279373916,True,0.03515305587478305,0.3476508664115535
93,36,question,0,,-0.03,False,0.0,0.3476508664115535
94,36,question,0,,1.002525916909415,True,0.035051833818829606,0.3488192608721811
95,57,question,0,,1.0174879441667397,True,0.0349758883334796,0.34998512381663044
96,42,question,0,,1.0174635189455121,True,0.03492703789102434,0.35114935841299794
97,48,question,0,,1.0174467081938376,True,0.03489341638767544,0.3523124722925871
98,12,question,0,,1.0174411441495697,True,0.03488228829913944,0.35347521523589176
99,69,question,0,,1.0174207272333557,True,0.03484145446671171,0.35463659705144884
100,3,question,0,,1.0173737104734544,True,0.03474742094690889,0.3557948444163458
101,18,question,0,,1.017222682616977,True,0.034445365233954216,0.3569430232574776
102,72,question,0,,1.017156175123211,True,0.03431235024642208,0.3580867682656917
103,33,question,0,,1.0171002023498419,True,0.03420040469968381,0.3592267817556811
104,78,question,0,,1.0169509650386397,True,0.033901930077279166,0.3603568460915904
105,84,question,0,,1.0168753601586753,True,0.03375072031735078,0.3614818701021688
106,21,question,0,,1.0168632753767661,True,0.033726550753532224,0.36260608846061987
107,6,question,0,,1.016830062817038,True,0.03366012563407572,0.3637280926484224
108,87,question,0,,1.016822278970042,True,0.033644557940084155,0.36484957791309186
109,63,question,0,,-0.03,False,0.0,0.36484957791309186
110,63,question,0,,1.0017330592528206,True,0.03346611850564087,0.36596511519661323
111,24,question,0,,1.01671517265408,True,0.033430345308160095,0.3670794600402186
112,30,question,0,,1.016700743869849,True,0.03340148773969808,0.36819284296487514
113,27,question,0,,1.0166977015405219,True,0.0333954030810439,0.36930602306757665
114,36,question,0,,1.016649621063944,True,0.03329924212788812,0.37041599780517287
115,57,question,0,,1.0166135469584028,True,0.03322709391680562,0.37152356760239974
116,42,question,0,,1.0165903429982366,True,0.03318068599647313,0.37262959046894883
117,48,question,0,,1.0165743727841459,True,0.033148745568291664,0.3737345486545586
118,12,question,0,,1.0165690869420911,True,0.03313817388418246,0.374839154450698
119,75,question,0,,1.0165636152983208,True,0.03312723059664169,0.37594339547058603
120,69,question,0,,1.016549690871688,True,0.03309938174337613,0.37704670819536523
121,66,question,0,,1.0165419651729333,True,0.03308393034586649,0.3781495058735608
122,15,question,0,,1.0165217465076506,True,0.03304349301530116,0.3792509556407375
123,3,question,0,,1.0165050249497818,True,0.03301004989956345,0.3803512906373896
124,18,question,0,,1.0163615484861284,True,0.032723096972256505,0.38144206053646484
125,72,question,0,,1.0162983663670504,True,0.03259673273410098,0.3825286182942682
126,33,question,0,,1.0162451922323499,True,0.032490384464699616,0.3836116311097582
127,78,question,0,,1.0161034167867076,True,0.03220683357341521,0.38468519222887204
128,84,question,0,,-0.03,False,0.0,0.38468519222887204
129,84,question,0,,1.0010315921507418,True,0.03206318430148324,0.38575396503892145
130,21,question,0,,1.0160201116079277,True,0.03204022321585561,0.38682197247945
131,6,question,0,,1.015988559676186,True,0.03197711935237193,0.3878878764578624
132,87,question,0,,1.01598116502154,True,0.031962330043079946,0.3889532874592984
133,45,question,0,,1.0159241494862834,True,0.031848298972566795,0.39001489742505063
134,63,question,0,,1.0158964062901794,True,0.031792812580358834,0.39107465784439593
135,24,question,0,,1.015879414021376,True,0.03175882804275209,0.392133285445821
136,30,question,0,,1.0158657066763566,True,0.03173141335271318,0.3931909992242448
137,27,question,0,,1.0158628164634957,True,0.0317256329269917,0.3942485203218111
138,36,question,0,,1.015817140010747,True,0.03163428002149372,0.3953029963225276
139,57,question,0,,1.0157828696104827,True,0.03156573922096534,0.39635518762989314
140,42,question,0,,1.0157608258483248,True,0.031521651696649465,0.39740590935311476
