step,action_id,action_type,difficulty,modality,reward,correct,mastery_gain,mastery_mean
1,45,question,0,,1.0244186906231811,True,0.048837381246362326,0.2961525833917195
2,84,question,0,,1.0238809298700544,True,0.04776185974010899,0.2977446453830565
3,180,content,,0,0.39226627573434203,,0.17613313786717102,0.30361574997862883
4,186,content,,0,0.2905294684181087,,0.12526473420905437,0.3077912411189307
5,259,content,,1,0.18223444231718025,,0.07861722115859013,0.31041181515755034
6,121,content,,1,0.18746730115290192,,0.08123365057645096,0.3131196035100987
7,138,content,,0,0.15630862260745373,,0.05815431130372686,0.3150580805535563
8,156,content,,0,0.1853029314044202,,0.0726514657022101,0.31747979607696325
9,258,content,,0,0.2127896883892166,,0.0863948441946083,0.32035962421678355
10,121,content,,1,0.14876954104059256,,0.061884770520296284,0.32242244990079344
11,252,content,,0,0.1812536872174623,,0.07062684360873114,0.32477667802108445
12,138,content,,0,0.2020217638168005,,0.08101088190840025,0.32747704075136447
13,187,content,,1,0.23970374865683072,,0.10735187432841536,0.3310554365623116
14,205,content,,1,0.1485094799184645,,0.06175473995923225,0.33311392789428607
15,157,content,,1,0.13844245505979177,,0.05672122752989589,0.3350046354786159
16,168,content,,0,0.2683905496688066,,0.11419527483440331,0.3388111446397627
17,133,content,,1,0.2042845101080288,,0.08964225505401441,0.34179921980822986
18,144,content,,0,0.2672626870483539,,0.11363134352417695,0.3455869312590357
19,121,content,,1,0.10625841461925964,,0.04062920730962982,0.34694123816935674
20,181,content,,1,0.19608044400349314,,0.08554022200174657,0.3497925789027483
21,258,content,,0,0.18759658761942785,,0.07379829380971392,0.3522525220297387
22,222,content,,0,0.18158602282687272,,0.07079301141343636,0.35461228907685327
23,253,content,,1,0.17297188096185498,,0.07398594048092749,0.3570784870928842
24,126,content,,0,0.2316537344527306,,0.0958268672263653,0.3602727160004297
25,163,content,,1,0.19049615067359502,,0.08274807533679751,0.363030985178323
26,157,content,,1,0.1024546079295032,,0.0387273039647516,0.36432189531048137
27,204,content,,0,0.22128701217728927,,0.09064350608864463,0.36734334551343617
28,138,content,,0,0.16646910294950287,,0.06323455147475143,0.3694511638959279
29,120,content,,0,0.17658363347339365,,0.06829181673669682,0.3717275577871511
30,150,content,,0,0.20218923633658556,,0.08109461816829278,0.3744307117260942
31,210,content,,0,0.16545161813438033,,0.06272580906719016,0.37652157202833386
32,90,content,,0,0.18505036925996407,,0.07252518462998203,0.37893907818266664
33,241,content,,1,0.1378565659061531,,0.05642828295307656,0.3808200209477692
34,186,content,,0,0.16765660194102336,,0.06382830097051168,0.3829476309801196
35,156,content,,0,0.20300011647978508,,0.08150005823989254,0.385664299588116
36,115,content,,1,0.1338675033350761,,0.054433751667538055,0.3874787579770339
37,132,content,,0,0.1829199759116202,,0.0714599879558101,0.38986075757556093
38,258,content,,0,0.14113763725640413,,0.05056881862820206,0.3915463848631677
39,181,content,,1,0.19935704141433527,,0.08717852070716764,0.3944523355534066
40,223,content,,1,0.0907852321578265,,0.03289261607891325,0.39554875608937035
41,199,content,,1,0.1604289780826584,,0.0677144890413292,0.3978059057240813
42,168,content,,0,0.2093511828010963,,0.08467559140054814,0.40062842543743293
43,252,content,,0,0.12086011448417519,,0.04043005724208759,0.40197609401216916
44,265,content,,1,0.0888355713906159,,0.031917785695307954,0.4030400202020128
45,229,content,,1,0.17076092405323004,,0.07288046202661502,0.40546936893623325
46,138,content,,0,0.29760831879678956,,0.1288041593983948,0.40976284091617976
47,144,content,,0,0.15707520577166065,,0.05853760288583032,0.41171409434570744
48,121,content,,1,0.14081534691616057,,0.05790767345808029,0.41364435012764345
49,163,content,,1,0.14788363420033343,,0.06144181710016672,0.415692410697649
50,240,content,,0,0.21230501686440859,,0.08615250843220429,0.4185641609787225
51,211,content,,1,0.11239700579877274,,0.04369850289938637,0.4200207777420354
52,222,content,,0,0.21018509056846643,,0.08509254528423321,0.4228571959181765
53,126,content,,0,0.18496328231819312,,0.07248164115909655,0.4252732506234797
54,151,content,,1,0.10436309197073121,,0.03968154598536561,0.4265959688229919
55,90,content,,0,0.2571552287293866,,0.10857761436469332,0.43021522263514833
56,205,content,,1,0.13079654879909983,,0.052898274399549916,0.43197849844846664
57,114,content,,0,0.1915126158700645,,0.07575630793503224,0.43450370871296773
58,186,content,,0,0.19622202721807533,,0.07811101360903766,0.43710740916660235
59,103,content,,1,0.15404463958895218,,0.06452231979447609,0.43925815315975153
60,265,content,,1,0.20006426515840822,,0.08753213257920411,0.4421758909123917
61,258,content,,0,0.21317789419833752,,0.08658894709916876,0.4450621891490306
62,246,content,,0,0.210066550046168,,0.085033275023084,0.4478966316498001
63,253,content,,1,0.1319138735504438,,0.0534569367752219,0.44967852954230747
